band,gage,lag,agg,corr
temperature_2m,11266500,299,max,0.4632615130458287
temperature_2m,11318500,299,mu,0.037485272220857305
temperature_2m,11318500,299,min,0.02403671398017324
temperature_2m,11318500,299,max,0.04302660578758652
temperature_2m,11402000,299,mu,0.08173415602959765
temperature_2m,11402000,299,min,0.07568185301499847
temperature_2m,11402000,299,max,0.08256889448634189
temperature_2m,11185500,300,mu,0.4733107719853894
temperature_2m,11185500,300,min,0.46927832965915534
temperature_2m,11185500,300,max,0.4992553240266567
temperature_2m,11189500,300,mu,0.18275329277831
temperature_2m,11189500,300,min,0.1718250978990015
temperature_2m,11189500,300,max,0.20224417848863507
temperature_2m,11202710,300,mu,0.14453931056687114
temperature_2m,11202710,300,min,0.1388603916010493
temperature_2m,11202710,300,max,0.14916967231371614
temperature_2m,11208000,300,mu,0.669921536266874
temperature_2m,11208000,300,min,0.6553351055428764
temperature_2m,11208000,300,max,0.6859099461274306
temperature_2m,11266500,300,mu,0.4605669302673444
temperature_2m,11266500,300,min,0.4572016320298878
temperature_2m,11266500,300,max,0.46237633106604753
temperature_2m,11318500,300,mu,0.03043459872132291
temperature_2m,11318500,300,min,0.017845715453067356
temperature_2m,11318500,300,max,0.03472745216592185
temperature_2m,11402000,300,mu,0.07400930304871631
temperature_2m,11402000,300,min,0.0680309223169268
temperature_2m,11402000,300,max,0.07555768042031906
temperature_2m,11185500,301,mu,0.46820123188798585
temperature_2m,11185500,301,min,0.46427000792952233
temperature_2m,11185500,301,max,0.49465018207283434
temperature_2m,11189500,301,mu,0.18026613111793804
temperature_2m,11189500,301,min,0.16762894390510552
temperature_2m,11189500,301,max,0.2018390447524806
temperature_2m,11202710,301,mu,0.14034066935123785
temperature_2m,11202710,301,min,0.13298797111048766
temperature_2m,11202710,301,max,0.1462884897837099
temperature_2m,11208000,301,mu,0.6634964405961313
temperature_2m,11208000,301,min,0.6488524631349167
temperature_2m,11208000,301,max,0.6796910854475037
temperature_2m,11266500,301,mu,0.45650939699152654
temperature_2m,11266500,301,min,0.4528841922921726
temperature_2m,11266500,301,max,0.4590163916943049
temperature_2m,11318500,301,mu,0.022848720076878937
temperature_2m,11318500,301,min,0.01011435627563195
temperature_2m,11318500,301,max,0.027288632377211592
temperature_2m,11402000,301,mu,0.06756803554582759
temperature_2m,11402000,301,min,0.06149031981771241
temperature_2m,11402000,301,max,0.06892830664097328
temperature_2m,11185500,302,mu,0.4614861669953097
temperature_2m,11185500,302,min,0.45726786589115215
temperature_2m,11185500,302,max,0.488831895984933
temperature_2m,11189500,302,mu,0.17866169742572016
temperature_2m,11189500,302,min,0.16529554980566377
temperature_2m,11189500,302,max,0.20061057918292355
temperature_2m,11202710,302,mu,0.14072369700407733
temperature_2m,11202710,302,min,0.13216937766052442
temperature_2m,11202710,302,max,0.1475193336773691
temperature_2m,11208000,302,mu,0.6566772683078859
temperature_2m,11208000,302,min,0.6422235754495178
temperature_2m,11208000,302,max,0.6727852193402862
temperature_2m,11266500,302,mu,0.4527392905616856
temperature_2m,11266500,302,min,0.44908786639494164
temperature_2m,11266500,302,max,0.4554960077175161
temperature_2m,11318500,302,mu,0.017949720395849546
temperature_2m,11318500,302,min,0.004499808274083725
temperature_2m,11318500,302,max,0.02330977421216886
temperature_2m,11402000,302,mu,0.05972102439736776
temperature_2m,11402000,302,min,0.05372544187634324
temperature_2m,11402000,302,max,0.06084586248518188
temperature_2m,11185500,303,mu,0.4550276692054385
temperature_2m,11185500,303,min,0.4498901478349045
temperature_2m,11185500,303,max,0.4833326895373357
temperature_2m,11189500,303,mu,0.17595342862376026
temperature_2m,11189500,303,min,0.16160315832114955
temperature_2m,11189500,303,max,0.1980145858288663
temperature_2m,11202710,303,mu,0.1442430130003766
temperature_2m,11202710,303,min,0.13624593692588463
temperature_2m,11202710,303,max,0.14980297635852716
temperature_2m,11208000,303,mu,0.6496673580468196
temperature_2m,11208000,303,min,0.6355033212501744
temperature_2m,11208000,303,max,0.6654723511591609
temperature_2m,11266500,303,mu,0.4493470995364396
temperature_2m,11266500,303,min,0.4452919857304893
temperature_2m,11266500,303,max,0.4524000396294534
temperature_2m,11318500,303,mu,0.018010826168657762
temperature_2m,11318500,303,min,0.0026906923635349167
temperature_2m,11318500,303,max,0.024169576575231843
temperature_2m,11402000,303,mu,0.05429248842944925
temperature_2m,11402000,303,min,0.04736198812564135
temperature_2m,11402000,303,max,0.05572632536933109
temperature_2m,11185500,304,mu,0.45035088688833674
temperature_2m,11185500,304,min,0.4444053229088707
temperature_2m,11185500,304,max,0.4794112328850105
temperature_2m,11189500,304,mu,0.1735581215088394
temperature_2m,11189500,304,min,0.1585597617833789
temperature_2m,11189500,304,max,0.1958461671986297
temperature_2m,11202710,304,mu,0.14373148384784304
temperature_2m,11202710,304,min,0.13535732727839478
temperature_2m,11202710,304,max,0.1490210243406656
temperature_2m,11208000,304,mu,0.6414443051491086
temperature_2m,11208000,304,min,0.6274405232586089
temperature_2m,11208000,304,max,0.6571080917947162
temperature_2m,11266500,304,mu,0.44572726809777524
temperature_2m,11266500,304,min,0.44212018174064766
temperature_2m,11266500,304,max,0.4491427542944575
temperature_2m,11318500,304,mu,0.01660715738768682
temperature_2m,11318500,304,min,0.00029074448701830444
temperature_2m,11318500,304,max,0.022856982238101217
temperature_2m,11402000,304,mu,0.05070974853334453
temperature_2m,11402000,304,min,0.04389308514624464
temperature_2m,11402000,304,max,0.051399940536150844
temperature_2m,11185500,305,mu,0.4466099716395419
temperature_2m,11185500,305,min,0.44012244025487285
temperature_2m,11185500,305,max,0.47677628404628364
temperature_2m,11189500,305,mu,0.17109894240400675
temperature_2m,11189500,305,min,0.15640882103693518
temperature_2m,11189500,305,max,0.19289955762899894
temperature_2m,11202710,305,mu,0.14189529985265387
temperature_2m,11202710,305,min,0.13349553459218425
temperature_2m,11202710,305,max,0.14645093026903905
temperature_2m,11208000,305,mu,0.6316333743419777
temperature_2m,11208000,305,min,0.6172966582773979
temperature_2m,11208000,305,max,0.6477110884666947
temperature_2m,11266500,305,mu,0.4420040301435844
temperature_2m,11266500,305,min,0.43811784922808744
temperature_2m,11266500,305,max,0.446178485360802
temperature_2m,11318500,305,mu,0.015272395962664623
temperature_2m,11318500,305,min,-0.0019944977014244095
temperature_2m,11318500,305,max,0.02193900997511028
temperature_2m,11402000,305,mu,0.05197187940895234
temperature_2m,11402000,305,min,0.04508119623131346
temperature_2m,11402000,305,max,0.052462116207607164
temperature_2m,11185500,306,mu,0.44333994358986806
temperature_2m,11185500,306,min,0.4367737567929559
temperature_2m,11185500,306,max,0.47422751293893395
temperature_2m,11189500,306,mu,0.16707957181519023
temperature_2m,11189500,306,min,0.15270971702081076
temperature_2m,11189500,306,max,0.1887696846697934
temperature_2m,11202710,306,mu,0.13794189964247935
temperature_2m,11202710,306,min,0.13109734781582372
temperature_2m,11202710,306,max,0.14133992557434508
temperature_2m,11208000,306,mu,0.6216617934828333
temperature_2m,11208000,306,min,0.6069676567387835
temperature_2m,11208000,306,max,0.638266574472241
temperature_2m,11266500,306,mu,0.4374248120187741
temperature_2m,11266500,306,min,0.4335776752553739
temperature_2m,11266500,306,max,0.4423735584468597
temperature_2m,11318500,306,mu,0.011593997851184756
temperature_2m,11318500,306,min,-0.006768455530898547
temperature_2m,11318500,306,max,0.01934460150713686
temperature_2m,11402000,306,mu,0.04861200810502494
temperature_2m,11402000,306,min,0.040688097363789845
temperature_2m,11402000,306,max,0.049863326519380156
temperature_2m,11185500,307,mu,0.4399210860023021
temperature_2m,11185500,307,min,0.43361003441570595
temperature_2m,11185500,307,max,0.4709165391942783
temperature_2m,11189500,307,mu,0.1616810383952749
temperature_2m,11189500,307,min,0.14706324588892586
temperature_2m,11189500,307,max,0.1835250495107506
temperature_2m,11202710,307,mu,0.13220960236132312
temperature_2m,11202710,307,min,0.1257335283319156
temperature_2m,11202710,307,max,0.13555909960042078
temperature_2m,11208000,307,mu,0.6123321404079456
temperature_2m,11208000,307,min,0.5972948246506206
temperature_2m,11208000,307,max,0.6292865626694919
temperature_2m,11266500,307,mu,0.4317559119938113
temperature_2m,11266500,307,min,0.4274210617441494
temperature_2m,11266500,307,max,0.43766302925303924
temperature_2m,11318500,307,mu,0.006582056277547839
temperature_2m,11318500,307,min,-0.011252289411267713
temperature_2m,11318500,307,max,0.013630474874167565
temperature_2m,11402000,307,mu,0.04499180397336953
temperature_2m,11402000,307,min,0.036731162305457504
temperature_2m,11402000,307,max,0.046573238716887025
temperature_2m,11185500,308,mu,0.43616214797308533
temperature_2m,11185500,308,min,0.4304966175758914
temperature_2m,11185500,308,max,0.46749270907749946
temperature_2m,11189500,308,mu,0.15565509456091436
temperature_2m,11189500,308,min,0.1409996101438387
temperature_2m,11189500,308,max,0.177644701462001
temperature_2m,11202710,308,mu,0.1262835277337956
temperature_2m,11202710,308,min,0.12004434016357829
temperature_2m,11202710,308,max,0.12925385936919698
temperature_2m,11208000,308,mu,0.6037166175815003
temperature_2m,11208000,308,min,0.5884724334775153
temperature_2m,11208000,308,max,0.6208375898346289
temperature_2m,11266500,308,mu,0.42622417721324835
temperature_2m,11266500,308,min,0.4218553880428532
temperature_2m,11266500,308,max,0.43228335013518837
temperature_2m,11318500,308,mu,0.002137289838942993
temperature_2m,11318500,308,min,-0.015377313176224861
temperature_2m,11318500,308,max,0.008938770898468382
temperature_2m,11402000,308,mu,0.03987569807406781
temperature_2m,11402000,308,min,0.03243839989418147
temperature_2m,11402000,308,max,0.04157032806914608
temperature_2m,11185500,309,mu,0.43201493396937035
temperature_2m,11185500,309,min,0.4269112613520978
temperature_2m,11185500,309,max,0.463648371645739
temperature_2m,11189500,309,mu,0.14729016568791714
temperature_2m,11189500,309,min,0.13181126628454465
temperature_2m,11189500,309,max,0.16961317974602727
temperature_2m,11202710,309,mu,0.11849701534517124
temperature_2m,11202710,309,min,0.11282565369678187
temperature_2m,11202710,309,max,0.12136689027167803
temperature_2m,11208000,309,mu,0.5950149172678956
temperature_2m,11208000,309,min,0.5798239563250919
temperature_2m,11208000,309,max,0.6118872261330134
temperature_2m,11266500,309,mu,0.4199139354939815
temperature_2m,11266500,309,min,0.41531507046270233
temperature_2m,11266500,309,max,0.4264347839027524
temperature_2m,11318500,309,mu,-0.006746010429841665
temperature_2m,11318500,309,min,-0.024497104524842404
temperature_2m,11318500,309,max,0.0010851643921667997
temperature_2m,11402000,309,mu,0.03026394184545666
temperature_2m,11402000,309,min,0.02312362728964348
temperature_2m,11402000,309,max,0.032201622572174134
temperature_2m,11185500,310,mu,0.4263858067264157
temperature_2m,11185500,310,min,0.4215037798424774
temperature_2m,11185500,310,max,0.45852992683496674
temperature_2m,11189500,310,mu,0.13905746103857955
temperature_2m,11189500,310,min,0.12339828381750928
temperature_2m,11189500,310,max,0.16191321686918747
temperature_2m,11202710,310,mu,0.11118030860930453
temperature_2m,11202710,310,min,0.1048991061848649
temperature_2m,11202710,310,max,0.11470539344817782
temperature_2m,11208000,310,mu,0.5856786500459829
temperature_2m,11208000,310,min,0.5705361830172858
temperature_2m,11208000,310,max,0.6022770421201308
temperature_2m,11266500,310,mu,0.4140648729285161
temperature_2m,11266500,310,min,0.4089716833445275
temperature_2m,11266500,310,max,0.42157076879267913
temperature_2m,11318500,310,mu,-0.014896770211330753
temperature_2m,11318500,310,min,-0.03221303898042001
temperature_2m,11318500,310,max,-0.006938882129823606
temperature_2m,11402000,310,mu,0.02348466118422395
temperature_2m,11402000,310,min,0.01760769804952659
temperature_2m,11402000,310,max,0.02367182961581888
temperature_2m,11185500,311,mu,0.4194922664687271
temperature_2m,11185500,311,min,0.4146794526847985
temperature_2m,11185500,311,max,0.45199803716084425
temperature_2m,11189500,311,mu,0.1313836818145999
temperature_2m,11189500,311,min,0.11581871610072388
temperature_2m,11189500,311,max,0.15497306294454427
temperature_2m,11202710,311,mu,0.10341833865110399
temperature_2m,11202710,311,min,0.09744298667126398
temperature_2m,11202710,311,max,0.1071393200326724
temperature_2m,11208000,311,mu,0.5766957339186255
temperature_2m,11208000,311,min,0.5614521264378611
temperature_2m,11208000,311,max,0.5932653205838483
temperature_2m,11266500,311,mu,0.4098330138628467
temperature_2m,11266500,311,min,0.4045511970934182
temperature_2m,11266500,311,max,0.417749141745139
temperature_2m,11318500,311,mu,-0.023395194802844393
temperature_2m,11318500,311,min,-0.040411282111005246
temperature_2m,11318500,311,max,-0.015515337555518493
temperature_2m,11402000,311,mu,0.013369037741600993
temperature_2m,11402000,311,min,0.008176630778163597
temperature_2m,11402000,311,max,0.013314311781059901
temperature_2m,11185500,312,mu,0.41125724809123826
temperature_2m,11185500,312,min,0.40672111989214266
temperature_2m,11185500,312,max,0.44432192856513986
temperature_2m,11189500,312,mu,0.12450495138884811
temperature_2m,11189500,312,min,0.10862906861943013
temperature_2m,11189500,312,max,0.1491707305296995
temperature_2m,11202710,312,mu,0.09580104492154698
temperature_2m,11202710,312,min,0.0890895438131304
temperature_2m,11202710,312,max,0.10007960499336499
temperature_2m,11208000,312,mu,0.5678824536006106
temperature_2m,11208000,312,min,0.5525277666388297
temperature_2m,11208000,312,max,0.5845296495217639
temperature_2m,11266500,312,mu,0.40551218455105964
temperature_2m,11266500,312,min,0.4002226647859953
temperature_2m,11266500,312,max,0.4138313143806297
temperature_2m,11318500,312,mu,-0.03005790662371161
temperature_2m,11318500,312,min,-0.046984898602793514
temperature_2m,11318500,312,max,-0.022493064242366193
temperature_2m,11402000,312,mu,0.005581209763089523
temperature_2m,11402000,312,min,-3.144980054707594e-05
temperature_2m,11402000,312,max,0.005607279839486199
temperature_2m,11185500,313,mu,0.40233886324078416
temperature_2m,11185500,313,min,0.3979586819412542
temperature_2m,11185500,313,max,0.4364168291122623
temperature_2m,11189500,313,mu,0.11977034613590912
temperature_2m,11189500,313,min,0.1022100447646408
temperature_2m,11189500,313,max,0.14584296614344514
temperature_2m,11202710,313,mu,0.08922383955544276
temperature_2m,11202710,313,min,0.0817425945566068
temperature_2m,11202710,313,max,0.09465372451034318
temperature_2m,11208000,313,mu,0.5588615577369482
temperature_2m,11208000,313,min,0.5432813289145161
temperature_2m,11208000,313,max,0.5757577920286744
temperature_2m,11266500,313,mu,0.3997787516624747
temperature_2m,11266500,313,min,0.39457779389820097
temperature_2m,11266500,313,max,0.4085192571347657
temperature_2m,11318500,313,mu,-0.03870217280904079
temperature_2m,11318500,313,min,-0.054598275523475175
temperature_2m,11318500,313,max,-0.031781053157160476
temperature_2m,11402000,313,mu,-0.000681198283731817
temperature_2m,11402000,313,min,-0.006583072954602885
temperature_2m,11402000,313,max,-0.0015566132616876202
temperature_2m,11185500,314,mu,0.393037213097123
temperature_2m,11185500,314,min,0.38811931839030195
temperature_2m,11185500,314,max,0.42813656919177323
temperature_2m,11189500,314,mu,0.11635942000550466
temperature_2m,11189500,314,min,0.0987631625738608
temperature_2m,11189500,314,max,0.14379469863785263
temperature_2m,11202710,314,mu,0.08218935865565567
temperature_2m,11202710,314,min,0.07504447477842548
temperature_2m,11202710,314,max,0.08852937850506007
temperature_2m,11208000,314,mu,0.5502595167367479
temperature_2m,11208000,314,min,0.5342664292599781
temperature_2m,11208000,314,max,0.5676902247518887
temperature_2m,11266500,314,mu,0.3935546517920235
temperature_2m,11266500,314,min,0.3882512314698632
temperature_2m,11266500,314,max,0.4030862991648285
temperature_2m,11318500,314,mu,-0.043587163989304956
temperature_2m,11318500,314,min,-0.06005379574768402
temperature_2m,11318500,314,max,-0.03680986466507732
temperature_2m,11402000,314,mu,-0.0016065550308340182
temperature_2m,11402000,314,min,-0.007546959392312913
temperature_2m,11402000,314,max,-0.002914615886674984
temperature_2m,11185500,315,mu,0.38466818395208796
temperature_2m,11185500,315,min,0.37856306340204915
temperature_2m,11185500,315,max,0.4210937898869541
temperature_2m,11189500,315,mu,0.11428923766974818
temperature_2m,11189500,315,min,0.0968187884081696
temperature_2m,11189500,315,max,0.14216264587297733
temperature_2m,11202710,315,mu,0.07837135078117088
temperature_2m,11202710,315,min,0.07081738406381677
temperature_2m,11202710,315,max,0.08519159815063482
temperature_2m,11208000,315,mu,0.542463568155367
temperature_2m,11208000,315,min,0.5260879779586021
temperature_2m,11208000,315,max,0.5603358279247584
temperature_2m,11266500,315,mu,0.3879878439307785
temperature_2m,11266500,315,min,0.3824712146655636
temperature_2m,11266500,315,max,0.39824592153814553
temperature_2m,11318500,315,mu,-0.04588074422149709
temperature_2m,11318500,315,min,-0.06395292222238612
temperature_2m,11318500,315,max,-0.03813759335271312
temperature_2m,11402000,315,mu,-0.0031969574649812825
temperature_2m,11402000,315,min,-0.009390756253799133
temperature_2m,11402000,315,max,-0.004661255401903679
temperature_2m,11185500,316,mu,0.3773630299289312
temperature_2m,11185500,316,min,0.36989916973950837
temperature_2m,11185500,316,max,0.4151359357787947
temperature_2m,11189500,316,mu,0.1123790616403143
temperature_2m,11189500,316,min,0.09400258840478498
temperature_2m,11189500,316,max,0.1398319420514223
temperature_2m,11202710,316,mu,0.0783312510924957
temperature_2m,11202710,316,min,0.07023601336784246
temperature_2m,11202710,316,max,0.08560177030079753
temperature_2m,11208000,316,mu,0.5352948102546791
temperature_2m,11208000,316,min,0.5184210054423982
temperature_2m,11208000,316,max,0.5535740316168591
temperature_2m,11266500,316,mu,0.3825987600978695
temperature_2m,11266500,316,min,0.3768238438684962
temperature_2m,11266500,316,max,0.3933055326025256
temperature_2m,11318500,316,mu,-0.0456651926372991
temperature_2m,11318500,316,min,-0.06493838128181516
temperature_2m,11318500,316,max,-0.036625430393054256
temperature_2m,11402000,316,mu,-0.0060105524848168435
temperature_2m,11402000,316,min,-0.01100001826480955
temperature_2m,11402000,316,max,-0.008617780838182059
temperature_2m,11185500,317,mu,0.3708469464080837
temperature_2m,11185500,317,min,0.3620933931559329
temperature_2m,11185500,317,max,0.4098075385101718
temperature_2m,11189500,317,mu,0.10934389073918094
temperature_2m,11189500,317,min,0.09051912716857687
temperature_2m,11189500,317,max,0.13721366085445522
temperature_2m,11202710,317,mu,0.07644643924395213
temperature_2m,11202710,317,min,0.06717116155303764
temperature_2m,11202710,317,max,0.08440310469791873
temperature_2m,11208000,317,mu,0.5293133133492495
temperature_2m,11208000,317,min,0.5124512839087526
temperature_2m,11208000,317,max,0.5475865771014063
temperature_2m,11266500,317,mu,0.37539470771909256
temperature_2m,11266500,317,min,0.369548616418936
temperature_2m,11266500,317,max,0.38690595399289807
temperature_2m,11318500,317,mu,-0.04971134091252766
temperature_2m,11318500,317,min,-0.06888393705057647
temperature_2m,11318500,317,max,-0.04005658002381066
temperature_2m,11402000,317,mu,-0.01438182166744766
temperature_2m,11402000,317,min,-0.018585310649376567
temperature_2m,11402000,317,max,-0.017277821011724436
temperature_2m,11185500,318,mu,0.36491561020389507
temperature_2m,11185500,318,min,0.35545595766016386
temperature_2m,11185500,318,max,0.40413095653173675
temperature_2m,11189500,318,mu,0.10366708801500057
temperature_2m,11189500,318,min,0.08425107669624674
temperature_2m,11189500,318,max,0.131710520714182
temperature_2m,11202710,318,mu,0.06951659730909109
temperature_2m,11202710,318,min,0.0604061220732316
temperature_2m,11202710,318,max,0.07655050613254222
temperature_2m,11208000,318,mu,0.5231757918926637
temperature_2m,11208000,318,min,0.5062343813390913
temperature_2m,11208000,318,max,0.5415414688728227
temperature_2m,11266500,318,mu,0.3671644486838449
temperature_2m,11266500,318,min,0.3607628805535706
temperature_2m,11266500,318,max,0.37923472818001064
temperature_2m,11318500,318,mu,-0.05837588608330037
temperature_2m,11318500,318,min,-0.07687195510894315
temperature_2m,11318500,318,max,-0.04900777180582568
temperature_2m,11402000,318,mu,-0.02690449527053346
temperature_2m,11402000,318,min,-0.03099039129989526
temperature_2m,11402000,318,max,-0.02995041388018648
temperature_2m,11185500,319,mu,0.35909435318905886
temperature_2m,11185500,319,min,0.3492873689777871
temperature_2m,11185500,319,max,0.3985050569946417
temperature_2m,11189500,319,mu,0.0981681931365277
temperature_2m,11189500,319,min,0.07779366896711759
temperature_2m,11189500,319,max,0.12707595144830086
temperature_2m,11202710,319,mu,0.06614532890595855
temperature_2m,11202710,319,min,0.05702858308485931
temperature_2m,11202710,319,max,0.07297498666830653
temperature_2m,11208000,319,mu,0.514393870840731
temperature_2m,11208000,319,min,0.49699324049215
temperature_2m,11208000,319,max,0.5331602094446112
temperature_2m,11266500,319,mu,0.35970898186427647
temperature_2m,11266500,319,min,0.3529676189735043
temperature_2m,11266500,319,max,0.37230536559135147
temperature_2m,11318500,319,mu,-0.06715692464069886
temperature_2m,11318500,319,min,-0.08398470685408614
temperature_2m,11318500,319,max,-0.05895060020455223
temperature_2m,11402000,319,mu,-0.03408079135480516
temperature_2m,11402000,319,min,-0.038329781136290667
temperature_2m,11402000,319,max,-0.036865467420272
temperature_2m,11185500,320,mu,0.35316912287444674
temperature_2m,11185500,320,min,0.34296033319783625
temperature_2m,11185500,320,max,0.39246273524300246
temperature_2m,11189500,320,mu,0.0940910674401285
temperature_2m,11189500,320,min,0.07363941959918895
temperature_2m,11189500,320,max,0.12262072123384508
temperature_2m,11202710,320,mu,0.06769073625884338
temperature_2m,11202710,320,min,0.05880268223493499
temperature_2m,11202710,320,max,0.07406419452911563
temperature_2m,11208000,320,mu,0.5029304695748926
temperature_2m,11208000,320,min,0.4848643357950098
temperature_2m,11208000,320,max,0.5222194041525446
temperature_2m,11266500,320,mu,0.35292381436840964
temperature_2m,11266500,320,min,0.3461952359387299
temperature_2m,11266500,320,max,0.3658417835988122
temperature_2m,11318500,320,mu,-0.07323100564018761
temperature_2m,11318500,320,min,-0.08971563007258182
temperature_2m,11318500,320,max,-0.06573425674181026
temperature_2m,11402000,320,mu,-0.04100106596587758
temperature_2m,11402000,320,min,-0.0455440719556888
temperature_2m,11402000,320,max,-0.04420531107067037
temperature_2m,11185500,321,mu,0.3465947297938003
temperature_2m,11185500,321,min,0.33579761982248296
temperature_2m,11185500,321,max,0.3853213643361963
temperature_2m,11189500,321,mu,0.0890656307726019
temperature_2m,11189500,321,min,0.06870923163475716
temperature_2m,11189500,321,max,0.1178630901215863
temperature_2m,11202710,321,mu,0.06540668862899711
temperature_2m,11202710,321,min,0.05706214637831215
temperature_2m,11202710,321,max,0.07118376658443125
temperature_2m,11208000,321,mu,0.4902926251531669
temperature_2m,11208000,321,min,0.4717491200280156
temperature_2m,11208000,321,max,0.5100930852598805
temperature_2m,11266500,321,mu,0.3451302101466321
temperature_2m,11266500,321,min,0.3382772085727347
temperature_2m,11266500,321,max,0.3584700385714735
temperature_2m,11318500,321,mu,-0.07609116328784987
temperature_2m,11318500,321,min,-0.09295164091439337
temperature_2m,11318500,321,max,-0.06832049386020986
temperature_2m,11402000,321,mu,-0.04313564722461239
temperature_2m,11402000,321,min,-0.04837714661658315
temperature_2m,11402000,321,max,-0.045830833523880087
temperature_2m,11185500,322,mu,0.3389775142682849
temperature_2m,11185500,322,min,0.32800584851752795
temperature_2m,11185500,322,max,0.3778251673466306
temperature_2m,11189500,322,mu,0.08347582410574451
temperature_2m,11189500,322,min,0.06213909456311962
temperature_2m,11189500,322,max,0.11308444568320407
temperature_2m,11202710,322,mu,0.060793366155021525
temperature_2m,11202710,322,min,0.052058694734245146
temperature_2m,11202710,322,max,0.06641587029002433
temperature_2m,11208000,322,mu,0.4779786843187021
temperature_2m,11208000,322,min,0.4590705811424162
temperature_2m,11208000,322,max,0.4983319370491073
temperature_2m,11266500,322,mu,0.33774055627845145
temperature_2m,11266500,322,min,0.33089050085718646
temperature_2m,11266500,322,max,0.35141785090698324
temperature_2m,11318500,322,mu,-0.07875518090230936
temperature_2m,11318500,322,min,-0.09602075891807711
temperature_2m,11318500,322,max,-0.07059842844711141
temperature_2m,11402000,322,mu,-0.04698606745463632
temperature_2m,11402000,322,min,-0.05214111856501141
temperature_2m,11402000,322,max,-0.049195835512524946
temperature_2m,11185500,323,mu,0.3300420740122304
temperature_2m,11185500,323,min,0.3190810032815343
temperature_2m,11185500,323,max,0.3693635770364901
temperature_2m,11189500,323,mu,0.07851658422328404
temperature_2m,11189500,323,min,0.05681952821582835
temperature_2m,11189500,323,max,0.1087121579917595
temperature_2m,11202710,323,mu,0.05557185115196448
temperature_2m,11202710,323,min,0.04704797473556205
temperature_2m,11202710,323,max,0.06072708715773206
temperature_2m,11208000,323,mu,0.46758637227007066
temperature_2m,11208000,323,min,0.4486039931140597
temperature_2m,11208000,323,max,0.4882977795913696
temperature_2m,11266500,323,mu,0.3304400250951147
temperature_2m,11266500,323,min,0.3234123697806958
temperature_2m,11266500,323,max,0.3444993092283704
temperature_2m,11318500,323,mu,-0.08326599028248292
temperature_2m,11318500,323,min,-0.10044165290289418
temperature_2m,11318500,323,max,-0.0752945796518698
temperature_2m,11402000,323,mu,-0.05250841705478181
temperature_2m,11402000,323,min,-0.0571629406889916
temperature_2m,11402000,323,max,-0.054313460434567605
temperature_2m,11185500,324,mu,0.3208470109863994
temperature_2m,11185500,324,min,0.30930913475946936
temperature_2m,11185500,324,max,0.3615279500308485
temperature_2m,11189500,324,mu,0.07428503584373645
temperature_2m,11189500,324,min,0.05576732773003848
temperature_2m,11189500,324,max,0.10311950695548693
temperature_2m,11202710,324,mu,0.0505667307384897
temperature_2m,11202710,324,min,0.04360754455018083
temperature_2m,11202710,324,max,0.05469387418556377
temperature_2m,11208000,324,mu,0.4583808878628019
temperature_2m,11208000,324,min,0.43939356876461594
temperature_2m,11208000,324,max,0.4791243180073314
temperature_2m,11266500,324,mu,0.32335629527214843
temperature_2m,11266500,324,min,0.31577436756403676
temperature_2m,11266500,324,max,0.3381466215062055
temperature_2m,11318500,324,mu,-0.08746616681222417
temperature_2m,11318500,324,min,-0.10525041016034477
temperature_2m,11318500,324,max,-0.07898727205828285
temperature_2m,11402000,324,mu,-0.059728647703158576
temperature_2m,11402000,324,min,-0.06446102870454001
temperature_2m,11402000,324,max,-0.06013304705969593
temperature_2m,11185500,325,mu,0.3126628267513317
temperature_2m,11185500,325,min,0.30033444902783973
temperature_2m,11185500,325,max,0.3542217786078512
temperature_2m,11189500,325,mu,0.06715752636963898
temperature_2m,11189500,325,min,0.04881041281897636
temperature_2m,11189500,325,max,0.09656096844148095
temperature_2m,11202710,325,mu,0.041398411920934956
temperature_2m,11202710,325,min,0.034147683309390345
temperature_2m,11202710,325,max,0.046519254730130855
temperature_2m,11208000,325,mu,0.44986954515270833
temperature_2m,11208000,325,min,0.4307780194716221
temperature_2m,11208000,325,max,0.4705399933297849
temperature_2m,11266500,325,mu,0.3164776348910408
temperature_2m,11266500,325,min,0.3087661409416182
temperature_2m,11266500,325,max,0.3320363666848348
temperature_2m,11318500,325,mu,-0.09385629977942979
temperature_2m,11318500,325,min,-0.11120982568965727
temperature_2m,11318500,325,max,-0.08548209360352063
temperature_2m,11402000,325,mu,-0.06676463699910101
temperature_2m,11402000,325,min,-0.07071957548293019
temperature_2m,11402000,325,max,-0.06771178194285338
temperature_2m,11185500,326,mu,0.30581276351041226
temperature_2m,11185500,326,min,0.2935070190484382
temperature_2m,11185500,326,max,0.34737712134629223
temperature_2m,11189500,326,mu,0.06042069613176835
temperature_2m,11189500,326,min,0.03951141474838918
temperature_2m,11189500,326,max,0.08998760967737253
temperature_2m,11202710,326,mu,0.037438585905845374
temperature_2m,11202710,326,min,0.0290249138585618
temperature_2m,11202710,326,max,0.04351333877948782
temperature_2m,11208000,326,mu,0.4405516184712993
temperature_2m,11208000,326,min,0.4215394800683981
temperature_2m,11208000,326,max,0.46104670639215395
temperature_2m,11266500,326,mu,0.3104496871725164
temperature_2m,11266500,326,min,0.3022850810218853
temperature_2m,11266500,326,max,0.3266470154706513
temperature_2m,11318500,326,mu,-0.10102673691314036
temperature_2m,11318500,326,min,-0.11748855602223215
temperature_2m,11318500,326,max,-0.09301583352426215
