band,gage,lag,agg,corr
swe,11185500,266,min,
swe,11185500,266,max,0.4923566791125625
swe,11189500,266,mu,0.28659656755143875
swe,11189500,266,min,
swe,11189500,266,max,0.3751532542636173
swe,11202710,266,mu,0.3749465503259182
swe,11202710,266,min,
swe,11202710,266,max,0.42004168642183976
swe,11208000,266,mu,0.2788095249059284
swe,11208000,266,min,
swe,11208000,266,max,0.4510822437679583
swe,11266500,266,mu,0.2210632491242116
swe,11266500,266,min,
swe,11266500,266,max,0.2505144607738274
swe,11318500,266,mu,0.3994592430331524
swe,11318500,266,min,
swe,11318500,266,max,0.40409906276259044
swe,11402000,266,mu,0.289440035565296
swe,11402000,266,min,
swe,11402000,266,max,0.2856023605501421
swe,11185500,267,mu,0.32466478506799307
swe,11185500,267,min,
swe,11185500,267,max,0.4941277429894496
swe,11189500,267,mu,0.29376277549950724
swe,11189500,267,min,
swe,11189500,267,max,0.3789386871815005
swe,11202710,267,mu,0.3804600956638137
swe,11202710,267,min,
swe,11202710,267,max,0.42319318107713394
swe,11208000,267,mu,0.28595268199602547
swe,11208000,267,min,
swe,11208000,267,max,0.4565592264313335
swe,11266500,267,mu,0.2284761362491094
swe,11266500,267,min,
swe,11266500,267,max,0.25167225371389673
swe,11318500,267,mu,0.40192909008204214
swe,11318500,267,min,
swe,11318500,267,max,0.4040886127244795
swe,11402000,267,mu,0.29096480685754267
swe,11402000,267,min,
swe,11402000,267,max,0.28394045966832687
swe,11185500,268,mu,0.3306593398805105
swe,11185500,268,min,
swe,11185500,268,max,0.49583880652140977
swe,11189500,268,mu,0.3008786164366565
swe,11189500,268,min,
swe,11189500,268,max,0.3825427330254765
swe,11202710,268,mu,0.38580540891610754
swe,11202710,268,min,
swe,11202710,268,max,0.4259942088057145
swe,11208000,268,mu,0.29300904710605913
swe,11208000,268,min,
swe,11208000,268,max,0.46198907574590875
swe,11266500,268,mu,0.23568607332334213
swe,11266500,268,min,
swe,11266500,268,max,0.25266690696649646
swe,11318500,268,mu,0.4044215463603074
swe,11318500,268,min,
swe,11318500,268,max,0.4041049143044481
swe,11402000,268,mu,0.29276435308955284
swe,11402000,268,min,
swe,11402000,268,max,0.2823415246883878
swe,11185500,269,mu,0.3365604161670392
swe,11185500,269,min,
swe,11185500,269,max,0.4974272911434708
swe,11189500,269,mu,0.30782498226034527
swe,11189500,269,min,
swe,11189500,269,max,0.38589620319027157
swe,11202710,269,mu,0.39019792539212983
swe,11202710,269,min,
swe,11202710,269,max,0.4279305182983024
swe,11208000,269,mu,0.2999341617761979
swe,11208000,269,min,
swe,11208000,269,max,0.4672825776252139
swe,11266500,269,mu,0.24248870454900706
swe,11266500,269,min,
swe,11266500,269,max,0.25336058227199576
swe,11318500,269,mu,0.40732137217977044
swe,11318500,269,min,
swe,11318500,269,max,0.40329970869718096
swe,11402000,269,mu,0.29433974729555684
swe,11402000,269,min,
swe,11402000,269,max,0.2805674665663323
swe,11185500,270,mu,0.34225892408467995
swe,11185500,270,min,
swe,11185500,270,max,0.4988099761871471
swe,11189500,270,mu,0.3142675348281976
swe,11189500,270,min,
swe,11189500,270,max,0.38886526883638595
swe,11202710,270,mu,0.3942736866330452
swe,11202710,270,min,
swe,11202710,270,max,0.42992343393911187
swe,11208000,270,mu,0.30682602736734715
swe,11208000,270,min,
swe,11208000,270,max,0.47249764163572033
swe,11266500,270,mu,0.24916062195601246
swe,11266500,270,min,
swe,11266500,270,max,0.25396740810362955
swe,11318500,270,mu,0.4095232904315079
swe,11318500,270,min,
swe,11318500,270,max,0.40238035937867744
swe,11402000,270,mu,0.29577443992984276
swe,11402000,270,min,
swe,11402000,270,max,0.2788439020414816
swe,11185500,271,mu,0.3477213832637505
swe,11185500,271,min,
swe,11185500,271,max,0.4999734998326121
swe,11189500,271,mu,0.3197969561182655
swe,11189500,271,min,
swe,11189500,271,max,0.39104995778277407
swe,11202710,271,mu,0.3965475166894691
swe,11202710,271,min,
swe,11202710,271,max,0.4305411243355596
swe,11208000,271,mu,0.3136605168144711
swe,11208000,271,min,
swe,11208000,271,max,0.47762364001678065
swe,11266500,271,mu,0.2556812194164305
swe,11266500,271,min,
swe,11266500,271,max,0.25448301671979645
swe,11318500,271,mu,0.4110369010121693
swe,11318500,271,min,
swe,11318500,271,max,0.4014665627325539
swe,11402000,271,mu,0.2962384102895111
swe,11402000,271,min,
swe,11402000,271,max,0.2763777480106749
swe,11185500,272,mu,0.3530080379978793
swe,11185500,272,min,
swe,11185500,272,max,0.5009569519622622
swe,11189500,272,mu,0.32598949797831117
swe,11189500,272,min,
swe,11189500,272,max,0.39354618516804396
swe,11202710,272,mu,0.40004601074902885
swe,11202710,272,min,
swe,11202710,272,max,0.4319563197283739
swe,11208000,272,mu,0.32025431505933366
swe,11208000,272,min,
swe,11208000,272,max,0.48256727320092174
swe,11266500,272,mu,0.2621875721267027
swe,11266500,272,min,
swe,11266500,272,max,0.25491289118990307
swe,11318500,272,mu,0.4126730141867031
swe,11318500,272,min,
swe,11318500,272,max,0.40060302151960375
swe,11402000,272,mu,0.29652494286763076
swe,11402000,272,min,
swe,11402000,272,max,0.27355163012479944
swe,11185500,273,mu,0.3581737987809549
swe,11185500,273,min,
swe,11185500,273,max,0.5017913328636009
swe,11189500,273,mu,0.3325609274227956
swe,11189500,273,min,
swe,11189500,273,max,0.3961293162414091
swe,11202710,273,mu,0.4044069345563838
swe,11202710,273,min,
swe,11202710,273,max,0.43390861515577694
swe,11208000,273,mu,0.32657346720614716
swe,11208000,273,min,
swe,11208000,273,max,0.4873250437073295
swe,11266500,273,mu,0.26876631630767317
swe,11266500,273,min,
swe,11266500,273,max,0.2553175183740397
swe,11318500,273,mu,0.414931635236234
swe,11318500,273,min,
swe,11318500,273,max,0.40003290018597487
swe,11402000,273,mu,0.29729044371710506
swe,11402000,273,min,
swe,11402000,273,max,0.27061997187665965
swe,11185500,274,mu,0.3633264945606263
swe,11185500,274,min,
swe,11185500,274,max,0.5025327014974637
swe,11189500,274,mu,0.3393201507534483
swe,11189500,274,min,
swe,11189500,274,max,0.39864773859245906
swe,11202710,274,mu,0.40916874307261275
swe,11202710,274,min,
swe,11202710,274,max,0.43604721365862814
swe,11208000,274,mu,0.33278062074693376
swe,11208000,274,min,
swe,11208000,274,max,0.4919459213388053
swe,11266500,274,mu,0.2753620601870158
swe,11266500,274,min,
swe,11266500,274,max,0.2556819670430665
swe,11318500,274,mu,0.41796049099513644
swe,11318500,274,min,
swe,11318500,274,max,0.3997466235498426
swe,11402000,274,mu,0.29867396985841493
swe,11402000,274,min,
swe,11402000,274,max,0.2682137908440335
swe,11185500,275,mu,0.3684593910467403
swe,11185500,275,min,
swe,11185500,275,max,0.5031364561521897
swe,11189500,275,mu,0.3462650533028496
swe,11189500,275,min,
swe,11189500,275,max,0.40114957795806366
swe,11202710,275,mu,0.41414760426465413
swe,11202710,275,min,
swe,11202710,275,max,0.4382499342027974
swe,11208000,275,mu,0.33878746915379754
swe,11208000,275,min,
swe,11208000,275,max,0.4963289086941288
swe,11266500,275,mu,0.28196436358669374
swe,11266500,275,min,
swe,11266500,275,max,0.255985628192573
swe,11318500,275,mu,0.4211117811984019
swe,11318500,275,min,
swe,11318500,275,max,0.3992236620124218
swe,11402000,275,mu,0.3000644487094545
swe,11402000,275,min,
swe,11402000,275,max,0.2657556722971347
swe,11185500,276,mu,0.37352476844686083
swe,11185500,276,min,
swe,11185500,276,max,0.5036182153245462
swe,11189500,276,mu,0.35339842345315875
swe,11189500,276,min,
swe,11189500,276,max,0.4036556714378144
swe,11202710,276,mu,0.41926649330242644
swe,11202710,276,min,
swe,11202710,276,max,0.4404345769029377
swe,11208000,276,mu,0.3446596124212856
swe,11208000,276,min,
swe,11208000,276,max,0.5005432972275753
swe,11266500,276,mu,0.28860034412311325
swe,11266500,276,min,
swe,11266500,276,max,0.25623722312696395
swe,11318500,276,mu,0.42413408714050116
swe,11318500,276,min,
swe,11318500,276,max,0.39862584982966615
swe,11402000,276,mu,0.3013518459989102
swe,11402000,276,min,
swe,11402000,276,max,0.26345198107464046
swe,11185500,277,mu,0.37862661686013244
swe,11185500,277,min,
swe,11185500,277,max,0.5040662986730021
swe,11189500,277,mu,0.36055615557429216
swe,11189500,277,min,
swe,11189500,277,max,0.40612169339272025
swe,11202710,277,mu,0.42371147416615207
swe,11202710,277,min,
swe,11202710,277,max,0.44214522407178775
swe,11208000,277,mu,0.3502189769796789
swe,11208000,277,min,
swe,11208000,277,max,0.5045350729481308
swe,11266500,277,mu,0.2952560126614001
swe,11266500,277,min,
swe,11266500,277,max,0.2564256291190412
swe,11318500,277,mu,0.4262741194120319
swe,11318500,277,min,
swe,11318500,277,max,0.3976224942137668
swe,11402000,277,mu,0.30226642479478383
swe,11402000,277,min,
swe,11402000,277,max,0.26094549670239114
swe,11185500,278,mu,0.3837828780411993
swe,11185500,278,min,
swe,11185500,278,max,0.5044575590589833
swe,11189500,278,mu,0.36760300112187616
swe,11189500,278,min,
swe,11189500,278,max,0.40847459369288214
swe,11202710,278,mu,0.42825818064574045
swe,11202710,278,min,
swe,11202710,278,max,0.4438090847049057
swe,11208000,278,mu,0.35537838066288724
swe,11208000,278,min,
swe,11208000,278,max,0.5082677747103264
swe,11266500,278,mu,0.30210644079625076
swe,11266500,278,min,
swe,11266500,278,max,0.256615617354741
swe,11318500,278,mu,0.4281144355374334
swe,11318500,278,min,
swe,11318500,278,max,0.39634616235306597
swe,11402000,278,mu,0.3032867386415579
swe,11402000,278,min,
swe,11402000,278,max,0.2585767709809797
swe,11185500,279,mu,0.38895655409420493
swe,11185500,279,min,
swe,11185500,279,max,0.5047498479819122
swe,11189500,279,mu,0.37356480423439814
swe,11189500,279,min,
swe,11189500,279,max,0.41018986419892595
swe,11202710,279,mu,0.43125314724262703
swe,11202710,279,min,
swe,11202710,279,max,0.4443209466124806
swe,11208000,279,mu,0.3603106267170621
swe,11208000,279,min,
swe,11208000,279,max,0.511820524213495
swe,11266500,279,mu,0.3090342409486208
swe,11266500,279,min,
swe,11266500,279,max,0.2567294043703783
swe,11318500,279,mu,0.429090958907405
swe,11318500,279,min,
swe,11318500,279,max,0.3944984593436056
swe,11402000,279,mu,0.30445523772207306
swe,11402000,279,min,
swe,11402000,279,max,0.25638998945399716
swe,11185500,280,mu,0.3941020110930356
swe,11185500,280,min,
swe,11185500,280,max,0.5049463074170454
swe,11189500,280,mu,0.37632639027141784
swe,11189500,280,min,
swe,11189500,280,max,0.4098637375772051
swe,11202710,280,mu,0.43019967543352694
swe,11202710,280,min,
swe,11202710,280,max,0.4417424385065608
swe,11208000,280,mu,0.3650040621399222
swe,11208000,280,min,
swe,11208000,280,max,0.5151608293162032
swe,11266500,280,mu,0.31583159816042633
swe,11266500,280,min,
swe,11266500,280,max,0.2566745718462331
swe,11318500,280,mu,0.42873392410667915
swe,11318500,280,min,
swe,11318500,280,max,0.3918810240297017
swe,11402000,280,mu,0.30484399520719735
swe,11402000,280,min,
swe,11402000,280,max,0.25379544050117037
swe,11185500,281,mu,0.39915117371498254
swe,11185500,281,min,
swe,11185500,281,max,0.5050218594774607
swe,11189500,281,mu,0.3797362355516896
swe,11189500,281,min,
swe,11189500,281,max,0.40986210816257995
swe,11202710,281,mu,0.42999612245441826
swe,11202710,281,min,
swe,11202710,281,max,0.43957284825051
swe,11208000,281,mu,0.3694385404340444
swe,11208000,281,min,
swe,11208000,281,max,0.5181894855877072
swe,11266500,281,mu,0.32265695998960764
swe,11266500,281,min,
swe,11266500,281,max,0.25654718282990824
swe,11318500,281,mu,0.4276944188762221
swe,11318500,281,min,
swe,11318500,281,max,0.3889428481219882
swe,11402000,281,mu,0.3047888304169925
swe,11402000,281,min,
swe,11402000,281,max,0.250972284405359
swe,11185500,282,mu,0.4041798978517406
swe,11185500,282,min,
swe,11185500,282,max,0.5050095037120612
swe,11189500,282,mu,0.38418533148440054
swe,11189500,282,min,
swe,11189500,282,max,0.4108486086684548
swe,11202710,282,mu,0.4317089988936947
swe,11202710,282,min,
swe,11202710,282,max,0.43908421527621494
swe,11208000,282,mu,0.37350854387602433
swe,11208000,282,min,
swe,11208000,282,max,0.5207532643888103
swe,11266500,282,mu,0.3295416089325182
swe,11266500,282,min,
swe,11266500,282,max,0.2563800779086974
swe,11318500,282,mu,0.4278336764927041
swe,11318500,282,min,
swe,11318500,282,max,0.38678106259679196
swe,11402000,282,mu,0.30542929389711887
swe,11402000,282,min,
swe,11402000,282,max,0.24850382546083155
swe,11185500,283,mu,0.40915999703842354
swe,11185500,283,min,
swe,11185500,283,max,0.504852051118942
swe,11189500,283,mu,0.3900117397646652
swe,11189500,283,min,
swe,11189500,283,max,0.4123373057430165
swe,11202710,283,mu,0.43492086282658426
swe,11202710,283,min,
swe,11202710,283,max,0.43941424654173766
swe,11208000,283,mu,0.3771274699603787
swe,11208000,283,min,
swe,11208000,283,max,0.5228290833216296
swe,11266500,283,mu,0.3364732801916911
swe,11266500,283,min,
swe,11266500,283,max,0.2561391978230137
swe,11318500,283,mu,0.42919912051417014
swe,11318500,283,min,
swe,11318500,283,max,0.38536837942277524
swe,11402000,283,mu,0.30661066802937065
swe,11402000,283,min,
swe,11402000,283,max,0.24618257363130186
swe,11185500,284,mu,0.41406203378842854
swe,11185500,284,min,
swe,11185500,284,max,0.5045266736859308
swe,11189500,284,mu,0.39622632453535755
swe,11189500,284,min,
swe,11189500,284,max,0.41389046204762375
swe,11202710,284,mu,0.43865465058199077
swe,11202710,284,min,
swe,11202710,284,max,0.4398378485067432
swe,11208000,284,mu,0.3804593349454844
swe,11208000,284,min,
swe,11208000,284,max,0.5246464690258474
swe,11266500,284,mu,0.3433538037989751
swe,11266500,284,min,
swe,11266500,284,max,0.2557416708415526
swe,11318500,284,mu,0.4302036247373872
swe,11318500,284,min,
swe,11318500,284,max,0.38374022033906624
swe,11402000,284,mu,0.3078000131168387
swe,11402000,284,min,
swe,11402000,284,max,0.2437394369980903
swe,11185500,285,mu,0.4188751219672619
swe,11185500,285,min,
swe,11185500,285,max,0.5040842934279719
swe,11189500,285,mu,0.4015581810099986
swe,11189500,285,min,
swe,11189500,285,max,0.41516603763254667
swe,11202710,285,mu,0.44171289960609383
swe,11202710,285,min,
swe,11202710,285,max,0.4399690448249971
swe,11208000,285,mu,0.3838058153941671
swe,11208000,285,min,
swe,11208000,285,max,0.5263995230135788
swe,11266500,285,mu,0.349926580149794
swe,11266500,285,min,
swe,11266500,285,max,0.2548914527661015
swe,11318500,285,mu,0.4296605602209558
swe,11318500,285,min,
swe,11318500,285,max,0.3809173684005582
swe,11402000,285,mu,0.3085275166537047
swe,11402000,285,min,
swe,11402000,285,max,0.24095220226981595
swe,11185500,286,mu,0.42356838973306415
swe,11185500,286,min,
swe,11185500,286,max,0.5035056855746313
swe,11189500,286,mu,0.4068335522647576
swe,11189500,286,min,
swe,11189500,286,max,0.4164103376085676
swe,11202710,286,mu,0.4446493921391055
swe,11202710,286,min,
swe,11202710,286,max,0.44008446989465816
swe,11208000,286,mu,0.3870962075479409
swe,11208000,286,min,
swe,11208000,286,max,0.5280433825967554
swe,11266500,286,mu,0.3562670489067082
swe,11266500,286,min,
swe,11266500,286,max,0.2541974877409014
swe,11318500,286,mu,0.4283778315146082
swe,11318500,286,min,
swe,11318500,286,max,0.37769870213097423
swe,11402000,286,mu,0.3087402534883011
swe,11402000,286,min,
swe,11402000,286,max,0.2379084828414058
swe,11185500,287,mu,0.42817884068753614
swe,11185500,287,min,
swe,11185500,287,max,0.5028129322102954
swe,11189500,287,mu,0.41252997281337517
swe,11189500,287,min,
swe,11189500,287,max,0.41764039806463565
swe,11202710,287,mu,0.4480207509392143
swe,11202710,287,min,
swe,11202710,287,max,0.4404857164671962
swe,11208000,287,mu,0.3901872921892452
swe,11208000,287,min,
swe,11208000,287,max,0.5294558576345927
swe,11266500,287,mu,0.3623368744446914
swe,11266500,287,min,
swe,11266500,287,max,0.2535213187121231
swe,11318500,287,mu,0.4273501549703733
swe,11318500,287,min,
swe,11318500,287,max,0.37478443921837895
swe,11402000,287,mu,0.30857886396349316
swe,11402000,287,min,
swe,11402000,287,max,0.23464459446215954
swe,11185500,288,mu,0.43274721026517504
swe,11185500,288,min,
swe,11185500,288,max,0.5020159452177687
swe,11189500,288,mu,0.41826960303889443
swe,11189500,288,min,
swe,11189500,288,max,0.4187780294475556
swe,11202710,288,mu,0.45161943073413624
swe,11202710,288,min,
swe,11202710,288,max,0.4410401050790111
swe,11208000,288,mu,0.3931041890475345
swe,11208000,288,min,
swe,11208000,288,max,0.5306308449521325
swe,11266500,288,mu,0.368185791246313
swe,11266500,288,min,
swe,11266500,288,max,0.2527838123553499
swe,11318500,288,mu,0.4272370593822204
swe,11318500,288,min,
swe,11318500,288,max,0.3724269427103455
swe,11402000,288,mu,0.3087042725521432
swe,11402000,288,min,
swe,11402000,288,max,0.23174377639080945
swe,11185500,289,mu,0.4372517747442094
swe,11185500,289,min,
swe,11185500,289,max,0.501102610506
swe,11189500,289,mu,0.4239667198360883
swe,11189500,289,min,
swe,11189500,289,max,0.41981921389149535
swe,11202710,289,mu,0.45517840461988773
swe,11202710,289,min,
swe,11202710,289,max,0.4415490760228671
swe,11208000,289,mu,0.39593221090170666
swe,11208000,289,min,
swe,11208000,289,max,0.5316088124126142
swe,11266500,289,mu,0.37381789228553247
swe,11266500,289,min,
swe,11266500,289,max,0.2519635849180132
swe,11318500,289,mu,0.4271980383086005
swe,11318500,289,min,
swe,11318500,289,max,0.37007663471452285
swe,11402000,289,mu,0.30893066782574
swe,11402000,289,min,
swe,11402000,289,max,0.22896736530927156
swe,11185500,290,mu,0.44167817142422156
swe,11185500,290,min,
swe,11185500,290,max,0.5000775008886047
swe,11189500,290,mu,0.42945791264125666
swe,11189500,290,min,
swe,11189500,290,max,0.4206565251842168
swe,11202710,290,mu,0.4580062651708108
swe,11202710,290,min,
swe,11202710,290,max,0.44150078904535184
swe,11208000,290,mu,0.3986810734186661
swe,11208000,290,min,
swe,11208000,290,max,0.5323948484050302
swe,11266500,290,mu,0.37922353275158044
swe,11266500,290,min,
swe,11266500,290,max,0.25103155588623444
swe,11318500,290,mu,0.4262799411962352
swe,11318500,290,min,
swe,11318500,290,max,0.36731224550586117
swe,11402000,290,mu,0.30924249391228453
swe,11402000,290,min,
swe,11402000,290,max,0.22624735357775239
swe,11185500,291,mu,0.446016705813598
swe,11185500,291,min,
swe,11185500,291,max,0.498937322096054
swe,11189500,291,mu,0.4350028810398303
swe,11189500,291,min,
swe,11189500,291,max,0.4214383299041554
swe,11202710,291,mu,0.4610687869119346
swe,11202710,291,min,
swe,11202710,291,max,0.44160520792091384
swe,11208000,291,mu,0.40128606436743286
swe,11208000,291,min,
swe,11208000,291,max,0.5329502479985346
swe,11266500,291,mu,0.38448615628032407
swe,11266500,291,min,
swe,11266500,291,max,0.25001781842669557
swe,11318500,291,mu,0.4250881917552286
swe,11318500,291,min,
swe,11318500,291,max,0.3643632803896497
swe,11402000,291,mu,0.3091570479656673
swe,11402000,291,min,
swe,11402000,291,max,0.22335406118998827
swe,11185500,292,mu,0.4501735103624257
swe,11185500,292,min,
swe,11185500,292,max,0.49763741915752224
swe,11189500,292,mu,0.4406934462484453
swe,11189500,292,min,
swe,11189500,292,max,0.42226170944801694
swe,11202710,292,mu,0.46419430832462477
swe,11202710,292,min,
swe,11202710,292,max,0.4418213050934378
swe,11208000,292,mu,0.403796358864513
swe,11208000,292,min,
swe,11208000,292,max,0.5333410048117307
swe,11266500,292,mu,0.38977777839084343
swe,11266500,292,min,
swe,11266500,292,max,0.24899025827039065
swe,11318500,292,mu,0.42461736739337835
swe,11318500,292,min,
swe,11318500,292,max,0.36179177087618286
swe,11402000,292,mu,0.3084138527595678
swe,11402000,292,min,
swe,11402000,292,max,0.22023474893254935
swe,11185500,293,mu,0.45418437053321753
swe,11185500,293,min,
swe,11185500,293,max,0.4961773170174117
swe,11189500,293,mu,0.44657956496432905
swe,11189500,293,min,
swe,11189500,293,max,0.42313739065700107
swe,11202710,293,mu,0.4672099691975163
swe,11202710,293,min,
swe,11202710,293,max,0.4418137597707347
swe,11208000,293,mu,0.4062373154773313
swe,11208000,293,min,
swe,11208000,293,max,0.533585053485186
swe,11266500,293,mu,0.3950886299015497
swe,11266500,293,min,
swe,11266500,293,max,0.24793857414972767
swe,11318500,293,mu,0.4239512352950606
swe,11318500,293,min,
swe,11318500,293,max,0.3591943566733432
swe,11402000,293,mu,0.3075384867909413
swe,11402000,293,min,
swe,11402000,293,max,0.21724280273910387
swe,11185500,294,mu,0.45805310682046635
swe,11185500,294,min,
swe,11185500,294,max,0.49455834494429457
swe,11189500,294,mu,0.4525503050660074
swe,11189500,294,min,
swe,11189500,294,max,0.4239644904417773
swe,11202710,294,mu,0.47024727052581794
swe,11202710,294,min,
swe,11202710,294,max,0.44170328514041485
swe,11208000,294,mu,0.4085682927539382
swe,11208000,294,min,
swe,11208000,294,max,0.5336851799068126
swe,11266500,294,mu,0.4003566281627962
swe,11266500,294,min,
swe,11266500,294,max,0.24684501740825973
swe,11318500,294,mu,0.4218424636891002
swe,11318500,294,min,
swe,11318500,294,max,0.3558446231971654
swe,11402000,294,mu,0.3055586556191427
swe,11402000,294,min,
swe,11402000,294,max,0.21375288821267172
swe,11185500,295,mu,0.46186966420577463
swe,11185500,295,min,
swe,11185500,295,max,0.49287688375361705
swe,11189500,295,mu,0.4584249859943996
swe,11189500,295,min,
swe,11189500,295,max,0.42470540970240084
swe,11202710,295,mu,0.472816869508767
swe,11202710,295,min,
swe,11202710,295,max,0.44136426776326027
swe,11208000,295,mu,0.4107294399202436
swe,11208000,295,min,
swe,11208000,295,max,0.5336265892148195
swe,11266500,295,mu,0.40551875478064325
swe,11266500,295,min,
swe,11266500,295,max,0.24573771174202663
swe,11318500,295,mu,0.4190946606600648
swe,11318500,295,min,
swe,11318500,295,max,0.3520640219054419
swe,11402000,295,mu,0.30408585854251935
swe,11402000,295,min,
swe,11402000,295,max,0.21044748873333172
swe,11185500,296,mu,0.46567559954817606
swe,11185500,296,min,
swe,11185500,296,max,0.49120925328308657
swe,11189500,296,mu,0.4641977374318708
swe,11189500,296,min,
swe,11189500,296,max,0.42542849514755915
swe,11202710,296,mu,0.47510410355584093
swe,11202710,296,min,
swe,11202710,296,max,0.44085182996073496
swe,11208000,296,mu,0.41275889202306004
swe,11208000,296,min,
swe,11208000,296,max,0.5334265783651114
swe,11266500,296,mu,0.41046284510940223
swe,11266500,296,min,
swe,11266500,296,max,0.24457847269700134
swe,11318500,296,mu,0.4164861427727234
swe,11318500,296,min,
swe,11318500,296,max,0.3484018559199315
swe,11402000,296,mu,0.3034051017386718
swe,11402000,296,min,
swe,11402000,296,max,0.20755885261179363
swe,11185500,297,mu,0.4693446220465694
swe,11185500,297,min,
swe,11185500,297,max,0.4894321171430969
swe,11189500,297,mu,0.46982399510855094
swe,11189500,297,min,
swe,11189500,297,max,0.4260677680808799
swe,11202710,297,mu,0.4770764490626875
swe,11202710,297,min,
swe,11202710,297,max,0.44032354833337606
swe,11208000,297,mu,0.4148756134467585
swe,11208000,297,min,
swe,11208000,297,max,0.5331766075509862
swe,11266500,297,mu,0.41541712248139395
swe,11266500,297,min,
swe,11266500,297,max,0.24358322080508427
swe,11318500,297,mu,0.41491290503679984
swe,11318500,297,min,
swe,11318500,297,max,0.34580987110818656
swe,11402000,297,mu,0.3024532290241504
swe,11402000,297,min,
swe,11402000,297,max,0.20471672536768085
swe,11185500,298,mu,0.47294384805198114
swe,11185500,298,min,
swe,11185500,298,max,0.48756290806247865
swe,11189500,298,mu,0.47531072071158037
swe,11189500,298,min,
swe,11189500,298,max,0.42661000449333897
swe,11202710,298,mu,0.4792923797873433
swe,11202710,298,min,
swe,11202710,298,max,0.4399945701167794
swe,11208000,298,mu,0.41681772090415775
swe,11208000,298,min,
swe,11208000,298,max,0.5326846826171162
swe,11266500,298,mu,0.42303724849001545
swe,11266500,298,min,
swe,11266500,298,max,0.24453794275340876
swe,11318500,298,mu,0.4134018275707649
swe,11318500,298,min,
swe,11318500,298,max,0.34323495141853916
swe,11402000,298,mu,0.3018819150895289
swe,11402000,298,min,
swe,11402000,298,max,0.2020608000969438
swe,11185500,299,mu,0.4765064206868443
swe,11185500,299,min,
swe,11185500,299,max,0.48561003774267886
swe,11189500,299,mu,0.4807335645967655
swe,11189500,299,min,
swe,11189500,299,max,0.4270963146743783
swe,11202710,299,mu,0.48119611178491756
swe,11202710,299,min,
swe,11202710,299,max,0.4393618271263644
swe,11208000,299,mu,0.41856206891543873
swe,11208000,299,min,
swe,11208000,299,max,0.5319499052671199
swe,11266500,299,mu,0.42781219534689047
swe,11266500,299,min,
swe,11266500,299,max,0.24347582992508657
swe,11318500,299,mu,0.4115681732700942
swe,11318500,299,min,
swe,11318500,299,max,0.34024189965313717
swe,11402000,299,mu,0.30111098187716
swe,11402000,299,min,
swe,11402000,299,max,0.1989056268856494
swe,11185500,300,mu,0.47998905867781355
swe,11185500,300,min,
swe,11185500,300,max,0.48353202616238794
swe,11189500,300,mu,0.4862230074517979
swe,11189500,300,min,
swe,11189500,300,max,0.42759433940147673
swe,11202710,300,mu,0.4829889363125026
swe,11202710,300,min,
swe,11202710,300,max,0.43858851964356865
swe,11208000,300,mu,0.42028130241254963
swe,11208000,300,min,
swe,11208000,300,max,0.5311350603903404
swe,11266500,300,mu,0.4321052226108391
swe,11266500,300,min,
swe,11266500,300,max,0.24211578277552667
swe,11318500,300,mu,0.4094884423049233
swe,11318500,300,min,
swe,11318500,300,max,0.3369437808141634
swe,11402000,300,mu,0.299505834494318
swe,11402000,300,min,
swe,11402000,300,max,0.19500043616748783
swe,11185500,301,mu,0.48337374488481877
swe,11185500,301,min,
swe,11185500,301,max,0.48133906629972417
swe,11189500,301,mu,0.4918142450923464
swe,11189500,301,min,
swe,11189500,301,max,0.4281109539123642
swe,11202710,301,mu,0.48490802356108137
swe,11202710,301,min,
swe,11202710,301,max,0.4378345811077629
swe,11208000,301,mu,0.4219668195635873
swe,11208000,301,min,
swe,11208000,301,max,0.5302242838716487
swe,11266500,301,mu,0.4361255528153847
swe,11266500,301,min,
swe,11266500,301,max,0.24061705625380872
swe,11318500,301,mu,0.4067221186579756
swe,11318500,301,min,
swe,11318500,301,max,0.33341313973475206
swe,11402000,301,mu,0.29708553240496444
swe,11402000,301,min,
swe,11402000,301,max,0.19069975471178863
swe,11185500,302,mu,0.4866297523363043
swe,11185500,302,min,
swe,11185500,302,max,0.47899320735567036
swe,11189500,302,mu,0.4973681000251447
swe,11189500,302,min,
swe,11189500,302,max,0.42856016999512075
swe,11202710,302,mu,0.48622934229841636
swe,11202710,302,min,
swe,11202710,302,max,0.43668091973860657
swe,11208000,302,mu,0.42373782620632755
swe,11208000,302,min,
swe,11208000,302,max,0.5292787767194639
swe,11266500,302,mu,0.4397467411293466
swe,11266500,302,min,
swe,11266500,302,max,0.23899414523731344
swe,11318500,302,mu,0.4036161213133786
swe,11318500,302,min,
swe,11318500,302,max,0.32983107974713943
swe,11402000,302,mu,0.2946713074181528
swe,11402000,302,min,
swe,11402000,302,max,0.1863379543294576
swe,11185500,303,mu,0.48977088810879404
swe,11185500,303,min,
swe,11185500,303,max,0.47652085123508303
swe,11189500,303,mu,0.5028193949510331
swe,11189500,303,min,
swe,11189500,303,max,0.42891798336351905
swe,11202710,303,mu,0.4870411834003217
swe,11202710,303,min,
swe,11202710,303,max,0.4352749369523845
swe,11208000,303,mu,0.4256859498302705
swe,11208000,303,min,
swe,11208000,303,max,0.5283030098715334
swe,11266500,303,mu,0.44286976316447657
swe,11266500,303,min,
swe,11266500,303,max,0.23722044669032766
swe,11318500,303,mu,0.40087797272625564
swe,11318500,303,min,
