filepath,filename_ext,filename_prefix,subdir,crs,scale,satellite,band,date_str,date,pixel_sum,pixel_mean,pixel_min,pixel_max,gage
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_01_17,2013-01-17,200831.0,49.211224,30.0,103.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_01_25,2013-01-25,250353.0,65.02676,35.0,97.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_02_02,2013-02-02,264182.0,65.35923,36.0,100.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_02_10,2013-02-10,278365.0,75.60158,43.0,117.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_02_18,2013-02-18,269881.0,96.974846,48.0,152.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_02_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_02_26,2013-02-26,368264.0,97.244255,53.0,142.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_03_06,2013-03-06,176871.0,74.56619,46.0,120.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_03_14,2013-03-14,198834.0,85.77826,50.0,156.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_03_22,2013-03-22,230061.0,106.65786,59.0,176.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_03_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_03_30,2013-03-30,274003.0,138.66548,81.0,187.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_07.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_07,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_04_07,2013-04-07,395481.0,111.78095,67.0,197.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_15.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_15,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_04_15,2013-04-15,367407.0,75.81655,51.0,195.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_23.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_04_23,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_04_23,2013-04-23,392028.0,71.49882,24.0,289.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_05_01,2013-05-01,618351.0,104.98319,65.0,216.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_05_09,2013-05-09,639877.0,99.09819,52.0,286.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_05_17,2013-05-17,589238.0,80.37621,46.0,224.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_05_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_05_25,2013-05-25,727557.0,99.583496,59.0,294.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_06_02,2013-06-02,510908.0,64.28133,6.0,402.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_06_10,2013-06-10,602903.0,75.08132,27.0,390.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_06_18,2013-06-18,871569.0,107.654274,60.0,314.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_06_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_06_26,2013-06-26,619048.0,75.12718,21.0,339.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_04.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_04,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_07_04,2013-07-04,625991.0,76.611305,9.0,309.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_12.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_12,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_07_12,2013-07-12,543525.0,66.04994,2.0,305.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_20.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_20,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_07_20,2013-07-20,442190.0,57.59182,17.0,317.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_28.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_07_28,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_07_28,2013-07-28,627569.0,75.96768,5.0,398.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_05.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_05,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_08_05,2013-08-05,539912.0,65.18314,5.0,343.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_13.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_13,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_08_13,2013-08-13,487527.0,59.30264,9.0,295.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_21.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_21,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_08_21,2013-08-21,523986.0,63.93972,18.0,286.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_29.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_08_29,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_08_29,2013-08-29,611927.0,74.880936,33.0,313.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_09_06,2013-09-06,496876.0,60.483994,15.0,310.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_09_14,2013-09-14,514416.0,62.3837,31.0,283.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_09_22,2013-09-22,388225.0,52.159748,31.0,253.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_09_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_09_30,2013-09-30,316770.0,42.4113,18.0,216.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_08.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_08,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_10_08,2013-10-08,420865.0,56.8199,39.0,177.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_16.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_16,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_10_16,2013-10-16,255251.0,32.155582,7.0,173.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_24.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_10_24,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_10_24,2013-10-24,348873.0,43.484108,30.0,122.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_11_01,2013-11-01,193173.0,38.611435,21.0,143.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_11_09,2013-11-09,264386.0,38.886013,26.0,129.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_11_17,2013-11-17,327129.0,62.909424,34.0,107.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_11_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_11_25,2013-11-25,241776.0,44.23271,31.0,125.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_03.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_03,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_12_03,2013-12-03,197078.0,63.328407,22.0,92.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_11.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_11,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_12_11,2013-12-11,193610.0,37.11848,23.0,77.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_19.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_19,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_12_19,2013-12-19,202098.0,42.899174,24.0,105.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_27.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_12_27,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_12_27,2013-12-27,56583.0,14.092901,5.0,87.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_01_01,2014-01-01,138686.0,33.370068,20.0,134.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_01_09,2014-01-09,196043.0,42.442738,29.0,115.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_01_17,2014-01-17,137951.0,27.717701,9.0,166.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_01_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_01_25,2014-01-25,124870.0,48.70125,32.0,96.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_02_02,2014-02-02,46083.0,63.47521,32.0,91.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_02_10,2014-02-10,267895.0,78.240364,52.0,120.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_02_18,2014-02-18,330784.0,75.65965,40.0,147.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_02_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_02_26,2014-02-26,79463.0,119.31381,86.0,157.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_03_06,2014-03-06,337276.0,90.44677,50.0,139.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_03_14,2014-03-14,203732.0,61.830654,40.0,201.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_03_22,2014-03-22,394011.0,91.43908,59.0,138.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_03_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_03_30,2014-03-30,278114.0,140.24911,90.0,191.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_07.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_07,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_04_07,2014-04-07,290180.0,75.64651,41.0,288.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_15.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_15,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_04_15,2014-04-15,448361.0,107.54642,63.0,220.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_23.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_04_23,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_04_23,2014-04-23,534996.0,111.71351,81.0,197.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_05_01,2014-05-01,524223.0,105.64752,65.0,199.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_05_09,2014-05-09,540784.0,84.81556,44.0,234.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_05_17,2014-05-17,660750.0,105.332375,71.0,207.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_05_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_05_25,2014-05-25,497272.0,64.96042,16.0,355.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_06_02,2014-06-02,506815.0,62.966206,7.0,329.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_06_10,2014-06-10,539776.0,66.83705,22.0,322.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_06_18,2014-06-18,516126.0,63.18105,5.0,325.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_06_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_06_26,2014-06-26,617945.0,75.43274,19.0,369.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_04.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_04,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_07_04,2014-07-04,531387.0,64.74802,10.0,307.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_12.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_12,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_07_12,2014-07-12,598243.0,72.77895,20.0,308.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_20.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_20,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_07_20,2014-07-20,628825.0,78.72121,29.0,327.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_28.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_07_28,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_07_28,2014-07-28,671524.0,85.0892,37.0,258.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_05.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_05,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_08_05,2014-08-05,661613.0,81.21937,24.0,355.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_13.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_13,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_08_13,2014-08-13,551121.0,66.61683,9.0,325.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_21.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_21,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_08_21,2014-08-21,565554.0,68.311874,16.0,291.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_29.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_08_29,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_08_29,2014-08-29,467621.0,56.52375,5.0,253.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_09_06,2014-09-06,390130.0,47.70482,3.0,242.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_09_14,2014-09-14,559364.0,68.165245,29.0,301.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_09_22,2014-09-22,554818.0,68.436905,38.0,243.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_09_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_09_30,2014-09-30,330019.0,40.158066,4.0,198.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_08.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_08,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_10_08,2014-10-08,353430.0,42.93889,17.0,207.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_16.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_16,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_10_16,2014-10-16,307237.0,40.68825,22.0,146.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_24.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_10_24,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_10_24,2014-10-24,351154.0,43.71393,28.0,168.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_11_01,2014-11-01,219942.0,42.99101,30.0,105.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_11_09,2014-11-09,336470.0,49.112537,33.0,102.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_11_17,2014-11-17,248504.0,44.131416,30.0,73.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_11_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_11_25,2014-11-25,246410.0,41.233265,26.0,91.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_03.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_03,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_12_03,2014-12-03,98857.0,55.227375,39.0,84.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_11.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_11,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_12_11,2014-12-11,137930.0,65.86915,35.0,88.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_19.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_19,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_12_19,2014-12-19,260270.0,62.80647,34.0,91.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_27.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2014_12_27,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2014_12_27,2014-12-27,180339.0,37.492516,11.0,55.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2015_01_01,2015-01-01,305650.0,61.437187,36.0,97.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2015_01_09,2015-01-09,235805.0,56.765766,33.0,92.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2015_01_17,2015-01-17,247884.0,49.36945,29.0,114.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2015_01_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2015_01_25,2015-01-25,247841.0,62.90381,36.0,127.0,11266500
